feature_name,feature_family,subfamily,feature_type,granularity,source_input,transformation,interpretation,generality_scope,proposed_model_role,current_qa_status,approved_for_model_v1,model_entry_blocker,leakage_status,version
has_multiple_tables,Core-General,table_page_aggregate,nullable_binary,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_binary,Page has at least two deduplicated detected tables. Model interpretation: Binary indicator that the extracted page has multiple tables.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
layout_or_navigation_table_count,Core-General,table_page_aggregate,nullable_binary_or_count,page_level,Input C: scraper/page evidence (measured table-level records),nullable_binary_or_count,Count of layout/navigation tables.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,extraction and aggregation QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
measurement_table_count,Core-General,table_page_aggregate,nullable_binary_or_count,page_level,Input C: scraper/page evidence (measured table-level records),nullable_binary_or_count,Count of measured tables with general measurements.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,extraction and aggregation QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
numeric_fact_table_count,Core-General,table_page_aggregate,nullable_binary_or_count,page_level,Input C: scraper/page evidence (measured table-level records),nullable_binary_or_count,Count of measured tables with numeric facts.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,extraction and aggregation QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
schedule_or_timeline_table_count,Core-General,table_page_aggregate,nullable_binary_or_count,page_level,Input C: scraper/page evidence (measured table-level records),nullable_binary_or_count,Count of schedule/timeline tables.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,extraction and aggregation QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
specification_table_count,Core-General,table_page_aggregate,nullable_binary_or_count,page_level,Input C: scraper/page evidence (measured table-level records),nullable_binary_or_count,Count of measured tables with specifications.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,extraction and aggregation QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
textual_fact_table_count,Core-General,table_page_aggregate,nullable_binary_or_count,page_level,Input C: scraper/page evidence (measured table-level records),nullable_binary_or_count,Count of measured tables with textual facts.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,extraction and aggregation QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
unknown_or_other_table_count,Core-General,table_page_aggregate,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Page count of unknown_or_other tables.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
comparison_row_count,Core-General,table_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Rows in tables with explicit comparison signals. Model interpretation: sensitivity,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
data_table_count,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Count of tables not classified as layout/navigation.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
has_html_table,Core-General,table_structure,binary,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM or availability.,Binary indicator that the extracted page has html table. Model interpretation: candidate_or_availability_control,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
html_table_count,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML DOM),nullable_count,Count of HTML-verified table nodes before semantic layout/data classification. Model interpretation: candidate_after_eda,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
inferred_table_count,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Count of table-like blocks inferred from flattened text.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
layout_table_count,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Count of layout or navigation tables.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
markdown_table_count,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Count of valid Markdown tables.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
price_row_count,Core-General,table_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,HTML table rows containing currency or explicit price signals. Model interpretation: sensitivity,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
table_caption_count,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Count of tables with visible captions or equivalent labels.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
